CompanyName,CompanyRevenue,EmployeeHeadCount,CompanyIndustry,CompanySpecialties,CompanyType,Country,City,Timezone
"Spark Therapeutics, Inc.",200,900,Biotechnology Research,"Biotechnology, Gene therapy",Privately Held,United States,Philadelphia,EST
Specialized Bicycle Components,800,1200,Retail,"Bicycles, Design, Engineering, Product Development, Marketing, Human Resources, Sales, Finance, Outdoor Industry, Cycling, Distribution, eCommerce",Privately Held,United States,Morgan Hill,EST
Spire,900,1800,Utilities,,Public Company,United States,St. Louis,CST
Sportsman's Warehouse,3400,8000,Retail,"Retail, Outdoor, Sporting, Goods, Hunting, Firearms, Reloading, Fishing, Camping, Optics, Outerwear, Footwear",Public Company,United States,West Jordan,EST
St. John's Riverside Hospital,700,2700,Hospitals and Health Care,,Nonprofit,United States,Yonkers,EST
StandardAero,1500,6000,Aviation and Aerospace Component Manufacturing,,Privately Held,United States,Scottsdale,EST
Starkey Hearing,800,3200,Medical Equipment Manufacturing,"audiology, hearing aids, hearing systems, hearing healthcare, education, training, manufacturing, engineering",Privately Held,United States,Eden Prairie,EST
Stater Bros. Markets,4100,18000,Retail,"Organic supermarket, Community outreach, Fresh produce, Organic produce, Quality meats, Vegan options, Gluten Free options",Privately Held,United States,San Bernardino,EST
Stepan Company,2000,2200,Chemicals,"Surfactants, Polymers, Specialty Products, Chemicals, lipid nutrition, Nonionic Surfactants",Public Company,United States,Northbrook,EST
Stericycle,2060,13500,Hospital & Health Care,"Sharps and Medical Waste Disposal Service, Communication Solutions, OSHA Compliance Programs, Pharmaceutical Waste Services, Sharps Containers and Healthcare Products, Document Destruction, Patient Engagement Solutions",Public Company,United States,Bannockburn,EST
Stock Building Supply is now BMC!,3500,9000,Wholesale Building Materials,Building Materials and Solutions,Public Company,United States,Atlanta,EST
Subaru of Indiana Automotive,4200,5700,Motor Vehicle Manufacturing,"Automotive, Manufacturing",Privately Held,United States,Lafayette,EST
Sun Chemical,7800,8000,Chemical Manufacturing,"Printing Inks, Coatings, Pressroom Supplies, Pigments, Advanced Materials, Color Management, Packaging Solutions, Polymers, Liquid Compounds, Solid Compounds, Application Materials",Privately Held,United States,Parsippany,EST
SunPower Corporation,1800,2200,Renewables & Environment,"solar, residential solar systems, project development, photovoltaic, alternative energy, renewable energy, energy service provider, monitoring, solar storage",Public Company,United States,Richmond,EST
Super 8 by Wyndham,500,1200,Hospitality,,Public Company,United States,Parsippany,EST
Superior Industries,1300,3000,Motor Vehicle Manufacturing,"Aluminum Cast and Flow Formed Wheels, Premium Finishes, Light Weight Technologies, Forged wheels",Public Company,United States,Southfield,EST
Supermicro,7123,5120,Computer Hardware,"Servers, Storage, IOT, Datacenter, Enterprise Solutions, Computer Hardware, GPU Systems, Rack Solutions, Embedded, Motherboards, Enclosures, Networking, Switch, Management Software, Software Defined, Machine Learning, Power Supply, AI, Edge, Liquid Cooling",Public Company,United States,San Jose,EST
Swagelok,3200,5600,Industrial Machinery Manufacturing,"valves, regulators, hoses, oil and gas, chemical processing, biopharmaceutical, research, tube fittings, fluid systems, semiconductor manufacturing, transportation",Privately Held,United States,Solon,EST
Swift Transportation,4100,22000,Truck Transportation,"Full Truckload, Linehaul, Intermodal, Dedicated, Temperature Controlled, Flatbed, Logistics Brokerage and Full Managed Trans., Expedited / Teams, Cross Border Mexico and Canada, Swift Express, Trade Show, Owner Operators, Heavy Haul, Refrigerated",Public Company,United States,Phoenix,EST
Symphony Teleca,1000,6000,IT Services and IT Consulting,"Infotainment, Consumer Electronics, Cloud Services, Professional and Automotive Sound, Loudspeaker, Home Entertainment, Healthcare, Software Solutions, Lighting, Connected products and solutions",Privately Held,United States,Mountain View,EST
Synaptics Incorporated,1300,2100,Semiconductor Manufacturing,"Capacitive Sensing, AI & Neural Network, Far-field Voice & Speech Capture, Acoustics & Audio Processing, Optical Imaging, Video & Imaging Processing, Display Driver & Integrated Sensing, Video Interface, Wireless Connectivity",Public Company,California,San Jose,PST
Syniti,300,800,Software Development,"Data, Data Journey, Data Transformation, S/4HANA, SAP S/4HANA",Privately Held,United States,Needham,EST
TAHAKOM,200,600,Information Technology & Services,,Public Company,Saudi Arabia,Riyadh,AST
TAQA (Industrialization & Energy Services Company),1500,3200,Oil and Gas,"Oil and gas exploration and drilling, conducting geophysical surveys and establishing a wide range of industries and services in support of oil and gas, metals, petrochemicals, mining, electricity and water sectors, Cementing , Enabler of Energy, Employer of Choice, well services, technology",Privately Held,Saudi Arabia,Dhahran,AST
TASNEE,3400,4100,Chemicals,"Petrochemicals, Chemicals, Metals, Services",Public Company,Saudi Arabia,Riyadh,AST
TBC Corporation,3500,10400,Motor Vehicle Manufacturing,"Tires, Automotive Service, Tire Service & Repair, Oil, Lube & Filters, Routine Services & Fluids, Batteries, Brakes, Alignment, Suspension & Front End",Privately Held,United States,Palm Beach Gardens,EST
TECO Energy,4400,4300,Utilities,Energy,Public Company,United States,Tampa,EST
"TETRA Technologies, Inc.",800,1300,Oil and Gas,"Early Production Facilities, Water Management Solutions (Frac), Completion Fluids & Svcs, Well Testing & Flow Back, Calcium Chloride, Brominated products, Rig Cooling, Sand Management",Public Company,United States,The Woodlands,EST
TIC - The Industrial Company,3000,9000,Construction,"Power (including Renewable Energy), Mining/Minerals Processing, Oil, Gas & Chemical, Food and Beverage processing, Pulp & Paper",Privately Held,United States,Englewood,EST
TRIUMPH,1200,2200,Aviation and Aerospace Component Manufacturing,,Public Company,United States,Berwyn,EST
TSI Incorporated,500,1400,Industrial Machinery Manufacturing,"scientific instruments, aerosol and particle technology, healthcare, measurement, respirator fit testing, occupational health and safety, industrial hygiene, manufacturing, indoor air quality, particle counters, fluid mechanics, HVAC testing, ventilation, filter testing, engine emissions, air quality",Privately Held,United States,Shoreview,EST
TUMI,750,1200,Retail,,Public Company,United States,Edison,EST
TVH Parts Co.,1200,5700,Wholesale,"Forklifts and Construction Vehicles, Aerial Work Platforms, Sweeper & Scrubber, Personnel Burden Carrier, Material Handling, Industrial Equipment, Light Construction",Privately Held,United States,Olathe,EST
Tapestry,5900,15000,Apparel & Fashion,,Public Company,United States,New York,EST
Tavant,300,2500,Information Technology & Services,"Consumer Lending, eCommerce, Manufacturing, Outsourced Product Development, Aftermarket Service Operations, OTT - Over The Top, DevOps, Analytics and Big Data, Artificial Intelligence, Warranty, Proptech, banktech, Media and Entertainment",Privately Held,United States,Santa Clara,EST
Techwave,200,2200,IT Services and IT Consulting,"Business Analytics, Enterprise Performance Management (EPM), Enterprise Resource Planning (ERP), Managed Services (AMS - Onshore, Near Shore, Offshore), Quality Assurance & Testing, Big Data, Business Process Management (BPM), Internet of Things, Cloud, ISO20022 Payments Data Management, Application Modernization, API Ecosystem Management, Wireline Engineering, Wireless Engineering",Privately Held,United States,Houston,EST
Teleflex,2100,12000,Medical Equipment Manufacturing,,Public Company,United States,Wayne,EST
Tennant Company,1000,4300,Machinery Manufacturing,"Sustainability, Cleaning Solutions, Floor Cleaning Equipment",Public Company,United States,Eden Prairie,EST
Teradyne,3100,5400,Industrial Automation,"Electronics Manufacturing, Robotics, Semiconductor Test, Industrial Automation, Production Board Test, System Level Test, Storage Test, Wireless Test, Memory Test",Public Company,United States,North Reading,EST
Terex Corporation,4100,10600,Machinery Manufacturing,"Terex builds the equipment that helps build the world's infrastructure., Terex mobile cranes, Powerscreen crushing and screening equipment, EvoQuip compact crushing and screening equipment, Fuchs material handlers, Terex Finlay crushing and screening equipment, CBI horizontal grinders and industrial wood chippers, Terex utility aerial devices, digger derricks and auger tools, Terex Financial Services, Genie telehandlers, Terex Ecotec wood processing, biomass and recycling equipment, Terex Bid-Well concrete roller pavers, Terex front discharge mixer trucks, Terex MPS crushing and screening equipment, Genie booms, lifts and work platforms",Public Company,United States,Norwalk,EST
Terumo Blood and Cell Technologies,2200,3200,Medical Device,"blood component separation and processing, therapeutic apheresis, cellular technologies, regenerative medicine",Public Company,United States,Lakewood,EST
Terumo Medical Corporation,2300,5500,Medical Device,"Terumo Interventional Systems markets medical devices for endovascular procedures: peripheral embolization, transradial solutions, introducer sheaths, guiding sheaths, guidewires, angiographic catheters, coronary catheters, microcatheters, embolics",Public Company,United States,Somerset,EST
Textron,14000,35000,Aviation and Aerospace Component Manufacturing,"Conglomerate, Aviation & Aerospace, Industrial, Defense",Public Company,United States,Providence,EST
The AES Corporation,10700,10500,Utilities,"Energy, Clean Energy, Renewable Energy, Solar Energy, Wind Energy, Green Hydrogen",Public Company,United States,Arlington,EST
The Aerospace Corporation,3800,3400,Defense and Space Manufacturing,"Aerospace, Defense, Space Policy , Technology, Computer Science, Software Engineering, Remote Sensing, Small Satellites, Launch Vehicles, Autonomous Systems, Artificial Intelligence, Machine Learning, Optical Communications, Laser Communications, Launch Certification, Government Relations, Propulsion Science, Space Research, Additive Manufacturing, Electric Propulsion, Engineering",Nonprofit,United States,El Segundo,EST
The Associated Press,500,3000,Media Production,"Content solutions and news services, Archive content, Content production and distribution, Broadcast facilities, Newsroom production software, Media tools, Partnership opportunities",Nonprofit,United States,New York,EST
The Chemours Company,6100,7000,Chemical Manufacturing,"Titanium Technologies, Advanced Performance Materials, Thermal & Specialized Solutions, Chemical Solutions",Public Company,United States,Wilmington,EST
The College of St. Scholastica,200,1500,Higher Education,"Undergraduate and graduate degree programs in Health Sciences, Management/MBA, Education, Health Information Management",Educational Institution,United States,Duluth,EST
The Davey Tree Expert Company,1300,9500,Environmental Services,"tree services, grounds maintenance, environmental consulting services",Privately Held,United States,Kent,EST
The Doctors Company,1200,850,Insurance,"Medical malpractice insurance for physicians, surgeons, large groups, hospitals, and integrated  delivery systems, medical practice coverages, patient safety and risk management, CME, claims management",Privately Held,United States,Napa,EST
The Hershey Company,8500,16000,Manufacturing,Consumer Packaged Goods,Public Company,United States,Hershey,EST
The Hillman Group,1200,2900,Manufacturing,,Public Company,United States,Cincinnati,EST
The Johns Hopkins University School of Medicine,3500,20000,Hospitals and Health Care,,Educational Institution,United States,Baltimore,EST
The Lane Construction Corporation,2200,5200,Construction,"Public-Private Partnerships, Design-Build, Heavy Civil Construction, Highways, Bridges, Airports, Specialty Paving, Products",Privately Held,United States,Cheshire,EST
The Lubrizol Corporation,6500,8700,Chemical Manufacturing,"Driveline Additives, Engine Additives, Fuel Additives, Industrial Additives, Viscosity Modifiers, Engineered Polymers, LifeScience Polymers, Performance Coatings, Personal and Home Care, Science",Privately Held,United States,Wickliffe,EST
The Timken Company,3400,17000,Industrial Machinery Manufacturing,"friction management, power transmission, bearings, rail, aerospace, automotive, construction, consumer, defense, energy, industrial equipment, health, heavy industry, machine tool, positioning control, power generation",Public Company,United States,North Canton,EST
The University of Lahore,300,1800,Education Administration Programs,"Engineering, Medical Sciences, Medicines, Technology, Business Administration, Micro Biology and Biotechnology, Computer Sciences, School of Creative Arts, Nursing, English Literature",Educational Institution,Pakistan,Lahore,PKT
Tommy Bahama,680,3200,Apparel & Fashion,,Public Company,United States,Seattle,EST
Toptal,300,400,Computer Software,"Software Engineering, iOS, Ruby on Rails, LAMP, .NET, Java, Python, JavaScript, C++, C#, HTML5/CSS3, PHP, Scala, Objective-C, SharePoint, Salesforce, Android, Node.js, Django, MATLAB",Privately Held,United States,San Francisco,PST
Total Wine & More,4000,9000,Retail,"Wine, Spirits, experiential retail, retail, privately owned",Privately Held,United States,Bethesda,EST
Tower International,2100,5700,Motor Vehicle Manufacturing,"body-structure stampings, frames, other chassis structures, complex welded assemblies",Privately Held,United States,New Boston,EST
Toyo Tires,1100,3200,Automotive,,Privately Held,United States,Costa Mesa,EST
TranSystems,600,1200,Civil Engineering,"Transportation Engineering, Transportation Planning, Transportation Architecture, Bridges, Intermodal, Construction Management",Privately Held,United States,Kansas City,EST
Tredence Inc.,300,1300,Business Consulting and Services,"Advanced Analytics, Analytics Consulting, Machine Learning, Data Management, Analytics Solutions, AI Consulting, Customer Analytics, Data Engineering, Supply Chain Analytics, Customer Experience Analytics, AI Engineering",Privately Held,United States,San Jose,EST
Trek Bicycle,1200,1800,Sporting Goods,"Product Development, Design, Engineering, Cycling, Human Resources, Marketing, Communication, Finance, Mountain Bikes, Manufacturing, Social Media, Health, Information Technology, Events, Cycling Athletes, Videography, Photography, outdoor industry, Fitness, Triathlon, Internships, Corporate, Retail, Sales, eCommerce, Bicycles, Distribution, Information Systems",Privately Held,United States,Waterloo,EST
TriHealth,2300,11900,Hospitals and Health Care,,Nonprofit,United States,Cincinnati,EST
Tronox,2300,3600,Chemical Manufacturing,"Pigment, Titanium Dioxide, Mineral Sands, Mining, zircon, pig iron, titanium ore",Public Company,United States,Stamford,EST
Trulieve,1800,5000,Alternative Medicine,,Public Company,United States,Tallahassee,EST
UNDSS,500,3200,Security and Investigations,"To support and enable the effective conduct of United Nations activities by ensuring a coherent, effective and timely response to all security-related threats and other emergencies;",Nonprofit,United States,New York,EST
US Airways (now American Airlines),24000,32000,Airlines and Aviation,Airline Travel,Public Company,United States,Fort Worth,CST
UScellular,4000,5300,Telecommunications,"Customer Service, Retail Sales, Marketing, Engineering, Information Services, Business to Business, Telecommunication, Wireless, IoT, B2B, B2C, Top Workplace, 5G",Public Company,United States,Chicago,EST
UniFirst Corporation,1800,14000,Textiles,"Uniforms, Uniform Rent, Lease, Buy Programs, Facility Services, Healthcare Apparel & Facility Services, Corporate Casual Attire, Standard Workwear, Protective Clothing, Industry Specific Programs, Workwear",Public Company,United States,Wilmington,EST
United Bank,500,2000,Financial Services,"Personal Banking, Business Banking, Wealth Management, Mortgage, Brokerage, Financial Advisors, Commercial Banking, Mobile Banking, Online Banking, Treasury Management, Financial Literacy",Public Company,United States,Vienna,EST
United Technologies,59000,240000,Aviation and Aerospace Component Manufacturing,"Aerospace & Defense, Aviation",Public Company,United States,Farmington,EST
Univar Solutions,8600,9400,Chemical Manufacturing,"Industries served: agricultural chemicals, biofuels, chemical manufacturing, coatings, compounding, energy, food, forestry, mining, pharmaceutical, personal care, pest control, waste management, water treatment, agriculture, chemical distribution, adhesives, Clean Foods",Public Company,United States,Downers Grove,EST
University of Arkansas,850,4500,Higher Education,"College of Agricultural, Food & Life Sciences, College of Engineering, Walton College of Business, School of Law, Fulbright College of Arts & Sciences, Fay Jones School of Architecture, Honors College, College of Education & Health Professions, Graduate School",Educational Institution,United States,Fayetteville,EST
University of Cincinnati College of Medicine,900,2200,Higher Education,,Educational Institution,United States,Cincinnati,EST
University of the Pacific,800,3000,Higher Education,,Educational Institution,United States,Stockton,EST
Utica National Insurance Group,1200,1200,Insurance,"Personal lines: auto, home, renter’s, motorcycle, boat, snowmobile & identity theft., Commercial lines: graphic arts industries, educational institutions, volunteer fire departments, religious institutions, libraries & others., Errors & Omissions coverages, insurance, risk management",Privately Held,United States,New Hartford,EST
VIZIO,2300,400,Consumer Electronics,,Public Company,United States,Irvine,EST
VSP Vision,6000,6300,Hospital & Health Care,"Vision Benefits, Eyewear, Ophthalmic Products and Laboratory Services, Practice Solutions, Retail, Outreach, Fashion, Insurance, Health Tracking Devices, Smart Eyewear",Nonprofit,United States,Rancho Cordova,EST
Vail Resorts,2234,6220,Hospitality,"Hospitality, Retail, Transportation, Mountain, Desitination Based Travel, Guest Service, Ski Resorts, Operations, Food & Beverage, Lodging, Guest Experience, Leadership Development, Sustainability",Public Company,United States,Broomfield,EST
Valassis Marketing Solutions,1100,3100,Advertising Services,,Privately Held,United States,Livonia,EST
Valvoline Inc.,2300,7300,Retail,"Automotive maintenance, Engine maintenance, Fleet maintenance, Retail services",Public Company,United States,Lexington,EST
Ventura Foods,3200,3000,Food Production,,Privately Held,United States,Brea,EST
Ventura Unified School District,300,650,Education Administration Programs,,Educational Institution,United States,"Ventura, Ca  93001",EST
Vericast,1200,5600,Advertising Services,"Data Intelligence, Media Delivery, Campaign Management, Marketing Services, Transaction Solutions",Privately Held,United States,San Antonio,EST
Veritiv Corporation,6090,5200,Transportation/Trucking/Railroad,"print, packaging, facility solutions, supply chain, logistics",Public Company,United States,Atlanta,EST
Vestis Corporation,800,1400,Facilities Services,,Public Company,United States,Roswell,EST
ViacomCBS,25000,25500,Entertainment Providers,,Public Company,United States,New York,EST
Virgin Galactic,150,800,Aviation and Aerospace Component Manufacturing,"Human Spaceflight, Satellite Launch, Space Research, SpaceShipTwo, WhiteKnightTwo, LauncherOne, Aerospace, Virgin Galactic, Space Travel",Public Company,United States,Tustin,EST
"Vishay Intertechnology, Inc.",3100,23000,"Appliances, Electrical, and Electronics Manufacturing",,Public Company,United States,Malvern,EST
Vista,1500,5000,Computer Software,"Small business marketing, Technology, Marketing, Microbusinesses, Software Engineering, Architecture, Finance, Manufacturing, design, eCommerce",Public Company,United States,Waltham,EST
"Volkswagen of America, Inc",9600,3000,Automotive,,Public Company,United States,Herndon,EST
W. L. Gore & Associates,3500,10500,Medical Device,"expanded polytetrafluoroethylene (ePTFE), materials science, membrane technology, polymer technology, healthcare & lifesciences, mobile electronics, industrial & manufacturing, automotive, apparel & textiles, consumer products, aerospace, environmental protection technologies",Privately Held,United States,Newark,EST
W. R. Grace,1900,3500,Chemical Manufacturing,"Catalysts Technologies, Materials Technologies, Fine Chemicals, Specialty Catalysts",Privately Held,United States,Columbia,EST
WEC Energy Group,7800,8000,Utilities,"Electricity generation, Natural gas delivery, Electricity delivery",Public Company,United States,Milwaukee,EST
"WOW! Internet, Cable & Phone",1100,2000,Telecommunications,"Digital Cable, High Speed Internet, Wireless Networking, HDTV, Whole Home HD DVRs, Local and Long Distance Phone, SIP Business Trunking, Business Internet and Data, Cloud and Recovery, Hosted Voice, Business TV and Music, Optical Networking, Data Backup, Data Recovery, Business Voice, Ethernet, Dedicated Internet Access, Voice Trunking, Sales",Public Company,United States,Englewood,EST
Wabash,900,6100,Truck Transportation,"Semi Trailers, Refrigerated Trailers, Flatbed Trailers, Dry Van Trailers, Tank Trailers, Aerodynamic Products, Composite Products, Truck Bodies",Public Company,United States,Lafayette,EST
Watco Companies LLC,1400,3500,Transportation/Trucking/Railroad,"Railroad, Switching, Ports, Logistics, Design and Engineering, Real Estate and Industrial Development, Warehousing, Material Handling and Storage, Wind Energy Logistics, Freight Transportation, Intermodal, Marine Terminals, Transload Terminals, Railcar Repair and Maintenance, Supply Chain, Railcar Storage, Transloading, Vessel Charter, Cargo Handling, Trucking, Stevedoring, Inventory Management, Barge , Marine Operations",Privately Held,United States,Pittsburg,EST
Wayne Farms,2200,9000,Food and Beverage Manufacturing,"Poultry Processing, Hatcheries, Feed Mills, Research & Development, Prepared Foods, Sales & Marketing, Accounting & Finance, Legal, Human Resources, Food Safety & Quality, Information Technology, Live Production, Recruitment, Technical Services, Procurement",Privately Held,United States,Oakwood,EST
Weber LLC,1800,2000,Consumer Goods,"BBQ Grills, Grilling Accesories",Privately Held,United States,Palatine,EST
West Marine,900,5000,Retail,"boating, fishing, sailing, watersports",Privately Held,United States,Fort Lauderdale,EST
West Pharmaceutical Services,2200,7200,Pharmaceutical Manufacturing,"Pharmaceutical Packaging Systems, Pharmaceutical Delivery Systems",Public Company,United States,Exton,EST
Westcon-Comstor,2200,2500,IT Services and IT Consulting,"Data Centre, Collaboration, Security, Networking Infrastructure, Global Deployment, Circular Technology, Support Services, Cyber Security, IT Distributor",Privately Held,United States,Tarrytown,EST
Western Michigan University,400,3000,Higher Education,,Educational Institution,United States,Kalamazoo,EST
White Lodging,1200,1800,Hospitality,"hospitality, hotel management, food, beverage, operations",Privately Held,United States,Merrillville,EST
Wiley,1900,7000,Publishing,"Research, Education, Publishing, Assessment, Certification, Learning, Higher Education, Digital Education, Professional Development, Technology, Digital Content, Talent Solutions, Education Services, Education Management, IT Services and IT Consulting, Professional Training and Coaching, E-learning Providers, Research Services, Human Resource Services, Technology, Information and Media, Software Development, Science",Public Company,United States,Hoboken,EST
Williams,8500,4700,Oil and Gas,"Natural Gas, Energy, Renewable Energy",Public Company,United States,Tulsa,EST
Worthington Industries,5300,20000,Consumer Goods,"flat rolled steel, metal ceiling grid systems, pressure cylinders, alternative fuels, steel pallets, past model automotive service stampings, laser welded blanks",Public Company,United States,Worthington,EST
Wyndham Hotels & Resorts,1397,2300,Hospitality,,Public Company,United States,Parsippany,EST
YASH Technologies,300,6800,Information Technology & Services,"Information Management Services, Infrastructure Services, Lifecycle Management, Mobility Services, Quality Assurance and Testing Services, Data Analytics , RPA, machinelearning, automation, big data, robotic process automation, Artificial Intelligence, SAP, Cloud, Application Management Services",Privately Held,United States,East Moline,EST
"Zakat, Tax and Customs Authority",600,1200,Government Administration,"Zakat, Tax, VAT, customs",Government Agency,Saudi Arabia,Saudi Arabia,AST
alfanar,3000,7000,"Appliances, Electrical, and Electronics Manufacturing",,Privately Held,Saudi Arabia,Riyadh,AST
cxLoyalty,700,3100,Travel Arrangements,"Full Service Loyalty Provider, Loyalty Fulfillment, Rewards & Incentives Programs, Loyalty Programs, Travel Technology & Fulfillment, Membership Travel, Contact Center, Travel Agency, Loyalty Marketing",Public Company,United States,Stamford,EST
doTERRA International LLC,2000,3800,"Health, Wellness & Fitness","Essential Oils, Weight Management, Skin Care, Nutrition, Wellness, Health, Beauty",Privately Held,United States,Pleasant Grove,EST
doTERRA Wellness Advocate,1500,1300,Wellness and Fitness Services,,Public Company,United States,Pleasant Grove,EST
dormakaba Americas,3200,9400,Wholesale Building Materials,"Door Hardware, Automatic/Revolving Doors, Glass Systems, Space Division Products, Electronic Access Control, Entrance Systems, Safe Locks, Maintenance and Installation Services, Workforce Solutions, Lodging Electronic Locking Solutions and Access Control Systems",Public Company,United States,Indianapolis,EST
du,3000,2000,Telecommunications,"Telecommunication, Media, Advertising, Technology.",Public Company,United Arab Emirates,Dubai,GST
eXtra (United Electronics Co.),1100,2000,Retail,"After Sales Services, consumer goods, customer service, electronics, retail",Public Company,Saudi Arabia,Al-Khobar,AST
geidea,200,1200,Financial Services,"Point of Sale, payments , applications, Digital Banking",Privately Held,Saudi Arabia,Riyadh,AST
school-board-of-broward-county,9000,31000,Education Administration Programs,,Educational,United States,Fort Lauderdale,EST
