AccountID,CompanyName,Company Revenue in millions,EmployeeHeadCount,CompanyIndustry,CompanySpecialties,CompanyType,Country,City,Timezone
2310,BORN,600,1800.0,IT Services and IT Consulting,"ecommerce, digital, creative, cms, technology, web, fashion, retail, consulting, integrations, content, omnichannel, conversions, analytics, b2b, b2c, b2b2c, cpg, SAP, Salesforce, Magento, Drupal, Project Management, Software implementations , Digital Transformation , PIM/DAM, CRM, CDP, ERP, design, OMS, Adobe",Public Company,United States,New York,EST
2320,BRB Group,100,500.0,Real Estate,,Privately Held,Pakistan,Karachi,PKT
2330,BTG plc,500,1000.0,Medical Equipment Manufacturing,"International Specialist Healthcare Company, Interventional Oncology, Interventional Radiology, Interventional Pulmonology, Medical Device, Interventional Medicine, Pharmaceuticals, Digital Innovation, Vascular, Global Healthcare, minimally invasive procedures, innovative medical technology",Public Company,United States,Marlborough,EST
2340,BURNDY,300,1200.0,"Appliances, Electrical, and Electronics Manufacturing",,Public Company,United States,Manchester,EST
2350,"BWX Technologies, Inc.",1800,5200.0,Defense and Space Manufacturing,"Nuclear Energy, Aerospace and Defense, Manufacturing, Engineering",Public Company,United States,Lynchburg,EST
2360,Babyshop,200,1000.0,Retail,,Privately Held,United Arab Emirates,Dubai,GST
2370,Bahri,1200,800.0,Truck Transportation,"Oil Transportation, Chemicals Transportation, General Cargo Transportation, Dry Bulk Transportation, Ship Management, Gas & Marine Services, Logistics Services",Public Company,Saudi Arabia,Riyadh,AST
2380,"Baker Concrete Construction, Inc.",1500,9000.0,Construction,"Concrete Construction Contractor, Nuclear, Energy, Petro-Chemical, Heavy Industrial",Privately Held,United States,Monroe,EST
2390,Baker Construction,1100,3200.0,Construction,"Concrete Construction Contractor, Nuclear, Energy, Petro-Chemical, Heavy Industrial, Commercial Construction, Retail Construction, Stadium Construction, Civil Construction, Industrial Construction, Structural Construction, Distribution Construction, Restoration, Multi-Use Structures",Privately Held,United States,Monroe,EST
2400,Baladna Food Industries,204.4,1600.0,Food Production,,Sole Proprietorship,Qatar,Doha,AST
2410,Ball Aerospace,2200,4700.0,Defense and Space Manufacturing,"Aerospace, Defense",Public Company,United States,Broomfield,EST
2420,Ball Corporation,11500,18300.0,Packaging and Containers Manufacturing,"Beverage Cans & Bottles, Aerosol Cans, Paint & General Line Cans, Specialty Tins, Aerospace",Public Company,United States,Westminster,EST
2430,Bally's Interactive,650,2200.0,Gambling & Casinos,,Public Company,United States,Providence,EST
2440,BancorpSouth,800,4300.0,Banking,"Financial Services, Banking, Mortgage, Trust & Asset Management, Investment Services, Insurance Services",Public Company,United States,Tupelo,EST
2450,Bankmed,500,1000.0,Banking,,Privately Held,Lebanon,Beirut,EET
2460,Barnes-Jewish St. Peters Hospital,500,1200.0,Hospitals and Health Care,"Siteman Cancer Center, women's health, cardiology, outpatient surgery and endoscopy center, pulmonology, emergency care",Nonprofit,United States,St. Peters,EST
2470,Barton Malow,1400,2000.0,Construction,"construction management, design-build, program management, general contracting, technology, building information modeling, equipment installation, rigging",Privately Held,United States,Southfield,EST
2480,Basden Steel Corporation,75,250.0,Construction,"Structural Fabrication, Steel Erection, Crane Rentals, Design Build, BIM, Project Management, AISC",Privately Held,United States,Burleson,EST
2490,Basrah Mas Company,100,300.0,Construction,,Privately Held,Iraq,Al Basra,AST
2500,Batesville,1500,3200.0,Manufacturing,"Manufacturing, Customer Service, Logistics, Technology",Public Company,United States,Batesville,EST
2510,Battelle,5000,22000.0,Research Services,"Consumer & Industrial, Energy & Environment, Health & Analytics, Lab Management, National Security, STEM Education, Pharmaceutical & Medical Devices, Infrastructure & Homeland Security",Nonprofit,United States,Columbus,EST
2520,Bausch + Lomb,4200,12000.0,Pharmaceuticals,"Eye health, ophthalmic pharmaceuticals, ophthalmic surgical products, contact lens and lens care products",Public Company,United States,Bridgewater,EST
2530,Beacon Building Products,1100,2200.0,Building Materials,"Siding, Gutters, Insulation, Weatherproofing, Tools & Equipment, TRI-BUILT, Solar, Commercial Roofing, Residential Roofing, Skylights, Windows",Public Company,United States,Herndon,EST
2540,Beam Suntory,3100,4500.0,Beverage Manufacturing,,Privately Held,United States,New York,EST
2550,Bechtel National Inc,7000,19000.0,Construction,,Privately Held,United States,Chicago,EST
2560,"Bechtel Oil, Gas, & Chemicals",9500,58000.0,Oil and Gas,,Public Company,United States,Houston,CST
2570,Bechtel Power,12000,53000.0,Construction,,Privately Held,United States,Reston,EST
2580,Belden Inc.,2200,8000.0,Manufacturing,"Broadband Solutions, Industrial Automation Solutions, Smart Buildings Solutions, Network Infrastructure, Digitization Solutions, Cybersecurity, Telecommunications, Data Centers, In-building Wireless & 5G Solutions, Industry 4.0, Industrial Edge Computing, Digital Transformation, Network Management, Cable and Connectivity Solutions, Broadcast Solutions, Fiber Connectivity, DOCSIS 4.0, Fixed Wireless Access, Managed Wi-Fi Solutions, Fiber-to-the-Home",Public Company,United States,St. Louis,EST
2590,Belkin,700,1500.0,Consumer Electronics,"Speakers & Headphones, Chargers & Surge Protectors, MagSafe & Magnetic Accessories, Screen Protectors, Cables, Adapters, KVM and Cybersecurity Solutions, Docks and Hubs, Smart Home, Smart Water Sensors",Privately Held,United States,El Segundo,EST
2600,Benjamin Moore,1650,2875.0,Consumer Goods,,Privately Held,United States,Montvale,EST
2610,Bentley Systems,3200,3500.0,Computer Software,"Computer aided design and engineering software development, CAD, engineering, Infrastructure, ProjectWise, Software, Modeling design, MicroStation, software development, Rail, Road, Microstation, BIM, iTwin Platform, AssetWise",Public Company,United States,Exton,EST
2620,Biomet,3000,12000.0,Medical Equipment Manufacturing,"Hip- and Knee Implants, Extremities, Shoulder and Wrist Implants, Spine, Biologics, Trauma, Sports Medicine, Bone Cement & Cementing Systems",Privately Held,United States,Warsaw,EST
2630,Bitwise Inc,50,200.0,IT Services and IT Consulting,"Technology Consulting, Data Engineering, Automation, Cloud Strategy, Cloud Migration, Cloud Data Warehouse, Business Intelligence, Analytics, ETL Conversion, Data Governance, Data Quality, QA Testing, Application Development, Application Modernization, Web & Mobile Application Development",Privately Held,United States,Schaumburg,EST
2640,Blackhawk Transport and Logistics,300,800.0,Truck Transportation,"Dedicated Fleet and Private Fleet Replacement, Specialized Freight Services, Warehousing, Over Dimensional and Heavy Freight Handling",Privately Held,United States,Beloit,EST
2650,BlueTriton Brands,1200,2700.0,Food & Beverages,"Healthy Hydration, Water, Beverages, Refreshments, Consumer goods",Privately Held,United States,Stamford,EST
2660,Blueprint,50,200.0,IT Services and IT Consulting,"Growth Strategy, Enterprise Analytics, Cloud Enablement, Performance Improvement , Systems Integration, Customer Experience Optimization, Organizational Modernization, Data Science and Analytics, Data Platform and Engineering , Cloud and Infastructure, Supply Chain Management, Product Development, Microsoft Certified Gold Partner, Data Bricks, Knowledge Management, Systems Integration, Supply Chain Management",Privately Held,United States,Bellevue,EST
2670,"Blumont, Inc.",200,1000.0,Non-profit Organizations,"Community Cohesion and Protection, Climate-smart Agriculture and Food Security, Stabilization and Governance, Humanitarian Assistance, Livelihoods & Economic Development, WASH, Infrastructure & Essential Services",Nonprofit,United States,Arlington,EST
2680,Bluum,30,150.0,Information Technology & Services,"Mobile Learning (1 to 1), Flat Panels, LCD-DLP- LED Projectors, Digital Signage, Document Cameras/Presenters, Control & Switching, Interactive Teaching Tools, CCTV/Security, Classroom Response Systems, AV Furniture, Classroom Amplification, Design & Installation, 1-1 Solutions, School Safety, School Asset Management, Collaborative Learning Spaces, STEM/STEAM",Privately Held,United States,Phoenix,EST
2690,Boardriders,1200,5000.0,Apparel & Fashion,,Privately Held,United States,Huntington Beach,EST
2700,Bob's Discount Furniture,1200,5700.0,Furniture,"Furniture, Bedding, Mattresses, Furnishings, Accesories, Retail, Consumer Products, Sofa, Couch, Advertising, Merchandising, Real Estate, Finance, Accounting, Information Technology, ecomerce, advertising, media, logistics, supply chain, warhousing",Privately Held,United States,Manchester,EST
2710,Boeing Distribution Services Inc.,10000,20000.0,Aviation and Aerospace Component Manufacturing,,Public Company,United States,Miami,EST
2720,Border States,2200,2500.0,Wholesale,"Supply Chain Solutions, inventory management, logistics, cost savings, application of technology, innovation, product application expertise, automation",Privately Held,United States,Fargo,EST
2730,Bosch Security Systems Inc.,1000,5000.0,,,,United States,Fairport,EST
2740,Boston University Student Government,176,300.0,Higher Education,"Undergraduate Student Government, Advocacy, Outreach, Boston University",Educational Institution,United States,Boston,EST
2750,Bracco Medical Technologies,1000,3500.0,Medical Equipment Manufacturing,,Privately Held,United States,Eden Prairie,EST
2760,Brakebush Chicken,800,1500.0,Food and Beverage Manufacturing,"Further Processed Chicken, Raw IQF Chicken",Privately Held,United States,Westfield,EST
2770,Branch,50,200.0,Construction,,Privately Held,United States,Roanoke,EST
2780,"Brasfield & Gorrie, LLC",5000,3200.0,Construction,"Design-Build, Construction Management, General Contracting, Self-Perform, Lean Construction, Virtual Design and Construction, Design-Build",Privately Held,United States,Birmingham,EST
2790,Breakthru Beverage Group,5000,7000.0,Wholesale,"Sales & Marketing, Alcohol Beverage, Operations, Logistics",Privately Held,United States,Cicero,EST
2800,Bredero Shaw,1000,4000.0,Oil and Gas,"Pipe coatings, Custom coatings, Field joint coatings, Anti-corrosion coatings, Concrete coatings, Flow assurance coatings, Inrternal coatings, Thermal insulation coatings, Pipeline coatings",Public Company,United States,Houston,EST
2810,Briggs & Stratton,500,3600.0,Consumer Goods,"Air Cooled Gasoline Engines, Pressure Washers, Portable Generators, Standby Generators, Energy Storage Systems, Push Lawn Mowers, Zero Turn Riding Mowers, Riding Lawn Mowers, Garden Tractors, Job Site Equipment, Snow Throwers, Commercial Turf Equipment, Lithium-Ion Batteries",Privately Held,United States,Milwaukee,EST
2820,Brighthouse Financial,2000,1200.0,Insurance,Annuities & Life Insurance,Public Company,United States,Charlotte,EST
2830,"Brill, Inc.",20,100.0,Food and Beverage Manufacturing,,Privately Held,United States,Tucker,EST
2840,Brookshire Grocery Company,3200,37000.0,Retail,"Customer Service, Clean Stores, Quality Food, Competitive Prices, Chef Prepared, Produce, Bakery, Deli , Market",Privately Held,United States,Tyler,EST
2850,Bruker,2200,7000.0,Biotechnology Research,"Life Sciences, Pharmaceutical, Chemical, Material Science, Clinical research, Food & Agriculture, Surface Measurement, Environmental, Quality & Process Control, Microbiology, Preclinical Imaging, Homeland Security, Mass Spectrometry, Magnetic Resonance, NMR Spectroscopy, Infrared Spectroscopy, Raman Spectroscopy, Elemental Analysis, X-ray Diffraction, Surface Analysis, Microtomography, Surface Plasmon Resonance",Public Company,United States,Billerica,EST
2860,Bruker Daltonics,600,2000.0,Biotechnology Research,"analytical instruments, life sciences research, laboratory equipment, proteomics, metabolomics, pre-clinical imaging, MALDI, FTMS, LC-MS/LC-MS/MS, structural biology, drug discovery, pharmaceuticals & biotechnology, MRMS, Toxicology, MALDI Imaging, PASEF, Pharmaceuticals",Public Company,United States,Billerica,EST
2870,Buckeye CableSystem,200,1000.0,Telecommunications,"Cable TV, Internet, Phone",Privately Held,United States,Toledo,EST
2880,Buckman,700,1200.0,Chemical Manufacturing,"Pulp and paper, Tissue, Leather processing, Water treatment, Performance chemicals (formulator), Packaging, Biofuels, Oil & Gas, Power & Utilities, Sugar & Ethanol, Metalworking, Coatings & Plastics, Toll Manufacturing, Recreational Water, Wood Treatment",Privately Held,United States,Memphis,EST
2890,Builders FirstSource,8700,15000.0,Building Materials,"Lumber, Manufactured Components, READY-FRAME, Moulding & Millwork, Doors, Windows, Decking, Siding, Truss & EWP Design, Pro Remodel Services, House Rendering Services, Estimating, Drafting",Public Company,United States,Irving,EST
2900,Builders FirstSource/Probuild,9000,15000.0,Wholesale Building Materials,,Public Company,United States,Dallas,EST
2910,Bupa Arabia,3200,3000.0,Insurance,Health Insurance,Public Company,Saudi Arabia,Jeddah,AST
2920,Burckhardt Compression US,300,1000.0,Machinery Manufacturing,,Privately Held,United States,Waller,CST
